id,carat,cut,color,clarity,depth,table,x,y,z,price
119573,1.0,Premium,E,SI2,62.1,56.0,6.39,6.35,3.96,4271
119574,0.37,Premium,F,VS1,61.8,58.0,4.59,4.61,2.84,945
119575,1.52,Ideal,G,VVS2,61.3,57.0,7.36,7.42,4.54,14998
119576,0.52,Ideal,H,VS1,62.5,54.0,5.19,5.13,3.23,1429
119577,0.44,Ideal,D,VS1,62.0,56.0,4.89,4.87,3.02,1072
119578,1.23,Very Good,I,SI2,58.8,59.0,6.98,7.03,4.13,4989
119579,0.7,Good,F,SI1,63.9,60.0,5.58,5.55,3.56,2294
119580,1.52,Ideal,I,SI1,61.6,57.0,7.33,7.44,4.55,9032
119581,1.13,Very Good,D,SI1,63.1,58.0,6.65,6.59,4.19,6130
119582,0.41,Ideal,E,VS1,59.8,56.0,4.84,4.85,2.91,1153
119583,1.54,Very Good,I,VS1,62.2,58.0,7.34,7.38,4.57,9314
119584,1.22,Very Good,H,SI1,60.6,60.0,6.86,6.88,4.15,6411
119585,1.19,Premium,H,VS1,62.0,58.0,6.76,6.78,4.2,7485
119586,0.55,Ideal,G,VS2,61.7,55.0,5.26,5.29,3.25,1569
119587,1.01,Very Good,I,SI1,62.8,58.0,6.37,6.41,4.01,4167
119588,0.52,Ideal,E,VS2,61.1,62.0,5.21,5.16,3.17,1752
119589,1.01,Ideal,I,VS2,62.7,55.0,6.38,6.41,4.02,4054
119590,1.51,Premium,J,VVS2,62.8,59.0,7.32,7.28,4.58,8930
119591,0.52,Ideal,H,VVS1,60.3,57.0,5.19,5.22,3.15,1814
119592,2.06,Ideal,J,SI2,62.0,56.0,8.11,8.17,5.04,13034
119593,0.32,Ideal,D,VVS2,61.4,56.0,4.41,4.45,2.72,972
119594,0.37,Premium,E,VS2,60.9,58.0,4.63,4.61,2.81,746
119595,0.33,Premium,D,SI1,60.5,59.0,4.48,4.52,2.72,579
119596,0.54,Ideal,D,SI1,62.5,56.0,5.18,5.21,3.25,1786
119597,1.21,Premium,F,VS1,61.2,59.0,6.86,6.81,4.19,9341
119598,2.11,Premium,J,VS2,61.4,59.0,8.3,8.23,5.06,16242
119599,0.72,Very Good,I,VS2,59.4,59.0,5.79,5.83,3.46,2313
119600,0.32,Ideal,E,VVS2,60.8,57.0,4.4,4.42,2.68,842
119601,1.04,Ideal,I,SI1,61.6,56.0,6.54,6.49,4.01,4666
119602,2.1,Ideal,I,VS2,61.7,56.0,8.21,8.26,5.08,17723
119603,0.72,Very Good,E,VS1,62.8,59.0,5.69,5.7,3.58,3547
119604,0.31,Ideal,G,SI1,61.5,56.0,4.35,4.4,2.69,522
119605,0.74,Ideal,H,SI2,62.7,55.0,5.76,5.8,3.63,2285
119606,0.42,Premium,F,SI1,62.3,59.0,4.77,4.8,2.98,886
119607,1.01,Good,I,SI1,63.8,55.0,6.34,6.37,4.06,4175
119608,1.0,Good,G,VVS1,63.8,57.0,6.31,6.35,4.05,9257
119609,0.24,Very Good,G,VVS2,63.0,56.0,3.95,3.98,2.5,552
119610,0.31,Ideal,D,VVS2,62.0,55.0,4.33,4.35,2.7,865
119611,1.01,Ideal,E,SI1,62.4,57.0,6.41,6.36,3.99,5278
119612,0.3,Ideal,F,VVS2,62.1,57.0,4.27,4.29,2.66,694
119613,0.52,Ideal,E,VS2,60.5,57.0,5.26,5.2,3.16,1727
119614,2.0,Premium,I,SI1,60.7,59.0,8.06,8.11,4.91,14321
119615,1.03,Premium,G,SI2,62.2,57.0,6.48,6.41,4.01,4257
119616,1.16,Ideal,G,IF,62.0,56.0,6.76,6.73,4.19,9920
119617,1.0,Ideal,F,VS1,61.8,57.0,6.39,6.37,3.94,7016
119618,1.01,Premium,G,SI2,62.8,61.0,6.4,6.34,4.0,4518
119619,1.03,Premium,D,SI1,60.5,60.0,6.54,6.47,3.93,6021
119620,1.07,Premium,G,SI2,61.8,57.0,6.58,6.57,4.06,4355
119621,0.31,Premium,E,SI1,62.2,55.0,4.36,4.32,2.7,698
119622,0.51,Premium,I,SI1,62.2,60.0,5.13,5.09,3.18,1141
119623,0.8,Premium,G,VS1,60.7,59.0,6.0,5.96,3.64,3528
119624,0.31,Premium,F,VS2,62.9,59.0,4.35,4.31,2.72,802
119625,0.7,Very Good,G,SI1,61.4,60.0,5.69,5.73,3.51,2096
119626,2.3,Ideal,G,SI1,62.9,55.0,8.42,8.37,5.29,16364
119627,1.28,Premium,F,VS2,59.3,59.0,7.03,7.13,4.2,9002
119628,1.71,Ideal,D,SI1,62.9,57.0,7.59,7.54,4.75,15377
119629,0.3,Very Good,I,VS2,62.9,58.0,4.29,4.27,2.69,473
119630,0.24,Very Good,E,VVS1,62.3,56.0,3.94,3.99,2.47,485
119631,0.52,Ideal,E,VS2,61.3,59.0,5.21,5.18,3.18,1758
119632,0.31,Very Good,H,VS2,62.8,56.0,4.3,4.33,2.71,641
119633,0.8,Ideal,I,SI1,62.0,54.3,5.96,5.94,3.69,2642
119634,0.56,Premium,E,SI1,61.3,59.0,5.28,5.31,3.25,1720
119635,1.11,Ideal,H,SI1,61.7,59.0,6.65,6.61,4.09,5376
119636,0.41,Premium,D,SI1,62.1,58.0,4.77,4.73,2.95,1357
119637,1.07,Ideal,D,VS2,62.6,57.0,6.53,6.56,4.1,7708
119638,1.02,Premium,F,SI2,60.1,59.0,6.51,6.53,3.91,5284
119639,1.01,Premium,G,VS2,62.5,58.0,6.39,6.42,3.99,6194
119640,0.31,Premium,F,IF,60.7,58.0,4.36,4.38,2.65,921
119641,0.33,Ideal,E,VVS1,61.8,55.0,4.45,4.47,2.76,1094
119642,0.36,Premium,F,SI1,61.3,58.0,4.62,4.59,2.83,770
119643,0.27,Ideal,F,VS2,61.6,56.0,4.24,4.2,2.6,580
119644,0.3,Very Good,D,SI2,63.3,58.0,4.28,4.26,2.7,447
119645,1.52,Ideal,I,SI1,61.8,56.0,7.4,7.37,4.56,8321
119646,0.91,Good,G,SI2,58.4,61.0,6.29,6.35,3.69,2941
119647,1.07,Ideal,H,VS2,62.6,57.0,6.57,6.53,4.1,6097
119648,1.01,Very Good,E,VVS2,62.0,59.0,6.36,6.39,3.96,9678
119649,0.3,Ideal,E,SI1,61.0,56.0,4.35,4.37,2.66,499
119650,0.51,Ideal,D,VS1,62.0,57.0,5.12,5.15,3.18,1877
119651,0.33,Ideal,G,VS1,61.6,54.0,4.46,4.48,2.75,854
119652,0.5,Ideal,G,VS1,61.3,58.0,5.12,5.09,3.14,1681
119653,0.26,Ideal,I,VVS1,61.4,56.0,4.15,4.18,2.54,485
119654,1.11,Ideal,H,SI1,62.4,56.0,6.64,6.6,4.14,5078
119655,1.51,Ideal,H,VS2,61.5,57.0,7.45,7.33,4.55,10685
119656,0.4,Ideal,E,VVS2,61.4,55.0,4.78,4.74,2.92,1238
119657,1.51,Premium,F,SI1,62.3,58.0,7.31,7.34,4.55,11520
119658,1.11,Very Good,F,SI2,61.8,59.0,6.57,6.63,4.08,4843
119659,0.41,Premium,G,VS2,62.0,58.0,4.83,4.77,2.96,1061
119660,1.5,Very Good,F,SI1,62.9,57.0,7.2,7.26,4.55,10455
119661,0.31,Ideal,G,VS1,62.6,55.0,4.32,4.34,2.71,645
119662,0.74,Premium,E,SI2,61.8,58.0,5.79,5.73,3.56,2530
119663,0.7,Very Good,I,VVS2,62.9,58.0,5.61,5.53,3.51,2501
119664,2.18,Ideal,I,SI2,62.1,56.0,8.29,8.25,5.14,15913
119665,1.54,Premium,G,SI1,62.0,60.0,7.34,7.31,4.54,10518
119666,0.53,Ideal,H,SI2,59.9,57.0,5.3,5.27,3.16,1194
119667,0.41,Good,G,VS1,63.6,56.0,4.68,4.71,2.99,1099
119668,0.7,Very Good,I,SI1,63.0,56.0,5.67,5.65,3.57,2747
119669,0.38,Ideal,E,VVS1,61.6,55.0,4.66,4.72,2.89,1267
119670,1.0,Good,F,SI1,63.3,55.0,6.36,6.31,4.01,4529
119671,0.35,Ideal,G,VVS2,62.1,56.0,4.51,4.47,2.79,706
119672,0.41,Ideal,F,VS2,61.2,56.0,4.8,4.76,2.93,1107
119673,0.41,Ideal,I,VVS1,61.9,56.0,4.76,4.79,2.96,540
119674,0.71,Very Good,H,SI1,63.0,59.0,5.64,5.6,3.54,2198
119675,1.5,Very Good,E,VS1,60.7,60.0,7.41,7.45,4.51,16148
119676,2.03,Very Good,I,SI1,61.8,56.0,8.15,8.19,5.04,15282
119677,0.53,Ideal,F,SI1,61.5,55.0,5.18,5.25,3.21,1257
119678,0.71,Fair,H,SI1,59.0,61.0,5.89,5.84,3.43,2208
119679,1.02,Very Good,H,SI2,61.6,56.0,6.43,6.5,3.98,3913
119680,0.3,Premium,E,VS2,61.9,59.0,4.33,4.29,2.67,844
119681,0.54,Ideal,E,SI1,62.2,56.0,5.23,5.2,3.25,1637
119682,1.52,Premium,E,VS2,61.3,59.0,7.39,7.43,4.53,14620
119683,1.01,Premium,D,VS2,60.4,58.0,6.55,6.51,3.94,7677
119684,0.33,Ideal,G,VS2,62.5,54.0,4.44,4.43,2.77,743
119685,0.4,Ideal,G,VVS2,62.7,57.0,4.7,4.75,2.96,1066
119686,2.01,Good,I,SI2,63.0,58.0,7.97,7.93,5.01,10711
119687,1.06,Ideal,H,SI2,60.5,57.0,6.66,6.59,4.01,5090
119688,1.17,Premium,F,SI1,62.1,58.0,6.78,6.75,4.21,6534
119689,0.71,Ideal,F,SI2,61.3,56.0,5.77,5.73,3.52,2462
119690,0.32,Very Good,G,SI1,63.4,56.0,4.37,4.34,2.76,612
119691,1.22,Premium,I,SI2,62.0,56.0,6.86,6.91,4.26,5535
119692,0.31,Premium,D,SI1,59.8,58.0,4.47,4.51,2.69,707
119693,0.55,Premium,G,VS2,60.8,58.0,5.33,5.29,3.24,1577
119694,1.06,Premium,D,VVS2,61.2,58.0,6.61,6.49,4.01,10551
119695,0.53,Ideal,F,VVS2,61.2,56.0,5.23,5.28,3.22,2300
119696,0.76,Ideal,F,VS2,61.8,57.0,5.87,5.84,3.62,3181
119697,0.71,Ideal,E,VS2,61.9,56.0,5.73,5.75,3.55,3250
119698,1.13,Premium,G,SI1,60.5,58.0,6.78,6.73,4.09,5487
119699,0.3,Very Good,D,VS2,61.4,60.0,4.26,4.28,2.62,710
119700,1.02,Ideal,H,SI1,61.2,57.0,6.54,6.5,3.99,4955
119701,0.42,Ideal,D,SI1,62.6,56.0,4.76,4.79,2.99,810
119702,0.27,Very Good,E,VS1,61.4,58.0,4.16,4.18,2.55,470
119703,0.31,Premium,G,VS1,62.1,58.0,4.35,4.38,2.71,625
119704,1.0,Premium,D,SI2,62.5,56.0,6.4,6.33,3.98,4643
119705,0.97,Ideal,J,VS2,61.0,56.0,6.4,6.45,3.93,3616
119706,0.71,Premium,H,SI1,59.6,60.0,5.79,5.76,3.45,2331
119707,1.01,Good,D,SI1,63.8,57.0,6.35,6.32,4.04,5773
119708,1.51,Very Good,H,VS2,60.2,59.0,7.5,7.42,4.49,10982
119709,0.37,Ideal,G,VVS1,61.8,57.0,4.58,4.61,2.84,1123
119710,0.43,Very Good,J,VVS2,60.9,56.0,4.91,4.93,2.99,774
119711,1.51,Ideal,E,VS2,62.3,57.0,7.3,7.36,4.57,13550
119712,0.23,Very Good,E,VVS1,61.8,56.0,3.99,4.01,2.46,483
119713,2.09,Premium,J,VS2,61.8,58.0,8.22,8.15,5.06,14801
119714,0.5,Very Good,G,SI1,63.3,59.0,4.99,5.03,3.17,1098
119715,1.21,Ideal,G,VS1,62.2,56.0,6.8,6.77,4.22,9810
119716,0.75,Premium,D,SI1,63.0,60.0,5.75,5.79,3.62,2714
119717,0.41,Very Good,E,VS2,61.7,56.0,4.78,4.81,2.96,834
119718,0.31,Ideal,I,IF,62.0,54.0,4.35,4.37,2.7,864
119719,1.53,Premium,H,VS1,61.1,58.0,7.41,7.46,4.54,12063
119720,0.55,Ideal,E,SI2,62.7,57.0,5.23,5.29,3.3,1273
119721,1.21,Ideal,H,SI2,61.8,58.0,6.83,6.87,4.23,5484
119722,0.71,Ideal,D,VS2,62.5,55.0,5.72,5.7,3.57,3317
119723,1.55,Ideal,J,SI1,61.8,56.0,7.39,7.47,4.61,7568
119724,0.31,Ideal,D,SI1,61.3,57.0,4.33,4.36,2.66,516
119725,0.35,Ideal,D,SI1,61.0,57.0,4.56,4.59,2.79,644
119726,0.7,Fair,F,SI1,64.4,57.0,5.56,5.59,3.58,2146
119727,0.32,Very Good,G,SI1,60.0,56.0,4.47,4.49,2.69,522
119728,0.71,Ideal,D,SI1,61.8,56.0,5.73,5.76,3.55,2632
119729,1.7,Premium,E,SI1,62.0,58.0,7.61,7.66,4.73,15293
119730,0.4,Ideal,F,SI1,62.1,57.0,4.69,4.73,2.92,945
119731,2.05,Premium,H,SI1,62.7,59.0,8.06,8.1,5.06,13823
119732,0.9,Ideal,D,SI1,62.1,56.0,6.16,6.2,3.84,4751
119733,1.01,Very Good,D,SI1,60.9,60.0,6.45,6.51,3.94,5226
119734,0.56,Ideal,E,VS2,62.6,57.0,5.25,5.28,3.3,1662
119735,0.7,Ideal,E,VS2,61.8,57.0,5.69,5.73,3.53,2507
119736,0.3,Premium,I,VS2,62.5,58.0,4.23,4.28,2.66,452
119737,0.51,Ideal,E,VS2,62.0,56.0,5.09,5.13,3.17,1659
119738,0.7,Ideal,G,SI1,61.6,55.0,5.69,5.73,3.52,2539
119739,0.28,Ideal,E,VS1,61.8,57.0,4.19,4.24,2.6,487
119740,0.78,Fair,H,VS2,64.6,56.0,5.65,5.77,3.72,2628
119741,0.76,Ideal,E,VS1,62.1,55.0,5.83,5.87,3.63,3959
119742,0.72,Very Good,J,VS1,61.2,55.0,5.78,5.83,3.56,2052
119743,0.31,Very Good,G,VS1,62.9,58.0,4.3,4.34,2.72,625
119744,1.0,Premium,F,SI1,62.4,58.0,6.37,6.4,3.99,4764
119745,0.39,Premium,E,VS1,60.6,58.0,4.73,4.71,2.86,981
119746,1.01,Very Good,F,VS2,62.7,57.0,6.41,6.43,4.01,6686
119747,1.21,Ideal,G,VS2,61.6,56.0,6.84,6.9,4.23,8190
119748,2.0,Very Good,F,VS2,62.8,58.0,7.98,8.02,4.99,16709
119749,1.01,Very Good,D,SI2,60.8,61.0,6.39,6.42,3.91,4378
119750,0.32,Ideal,E,VS2,62.4,54.0,4.43,4.4,2.75,844
119751,1.69,Ideal,H,VS2,62.6,57.0,7.58,7.54,4.73,12923
119752,1.01,Premium,G,SI2,61.1,59.0,6.46,6.41,3.93,4133
119753,0.4,Ideal,F,VVS2,62.4,55.0,4.75,4.72,2.95,965
119754,1.12,Ideal,H,VS1,61.7,56.0,6.64,6.6,4.09,5779
119755,2.19,Premium,F,SI2,62.9,58.0,8.3,8.19,5.2,12242
119756,1.03,Premium,J,SI1,62.2,57.0,6.46,6.42,4.01,3965
119757,0.71,Ideal,H,SI1,60.8,57.0,5.74,5.78,3.5,2164
119758,0.34,Ideal,I,VVS2,60.5,57.0,4.48,4.51,2.73,596
119759,0.71,Ideal,F,SI1,61.3,56.0,5.74,5.78,3.53,2671
119760,0.32,Ideal,G,SI1,62.6,56.0,4.34,4.37,2.73,491
119761,0.7,Good,F,SI1,64.3,60.0,5.59,5.56,3.58,2491
119762,1.02,Premium,E,SI1,60.2,60.0,6.51,6.54,3.92,5713
119763,1.51,Premium,F,SI2,62.0,61.0,7.36,7.3,4.55,8631
119764,1.55,Premium,G,VS1,59.2,58.0,7.56,7.61,4.48,13379
119765,0.35,Premium,F,VS2,61.2,59.0,4.53,4.51,2.76,706
119766,0.33,Premium,D,VS2,60.7,58.0,4.53,4.49,2.74,850
119767,0.4,Premium,F,VS1,60.2,60.0,4.83,4.8,2.9,1050
119768,0.31,Premium,E,SI2,60.8,61.0,4.4,4.36,2.66,593
119769,0.4,Ideal,E,VVS2,61.8,56.0,4.76,4.68,2.92,1056
119770,0.71,Premium,H,SI1,61.8,59.0,5.77,5.72,3.55,1971
119771,1.12,Ideal,I,SI1,61.7,55.0,6.69,6.66,4.13,4564
119772,0.39,Premium,G,VS2,59.6,60.0,4.75,4.72,2.82,833
119773,0.57,Ideal,D,SI2,61.6,54.0,5.33,5.37,3.3,1292
119774,1.2,Good,J,SI1,63.2,57.0,6.75,6.71,4.25,5116
119775,1.21,Very Good,G,VS2,61.5,56.0,6.85,6.86,4.21,7732
119776,2.01,Premium,F,SI2,60.5,60.0,8.15,8.17,4.94,16626
119777,2.18,Ideal,J,SI2,61.6,57.0,8.29,8.34,5.12,12670
119778,1.51,Good,H,VS2,63.3,56.0,7.27,7.23,4.58,10539
119779,0.31,Ideal,G,SI1,61.9,54.0,4.38,4.34,2.7,593
119780,0.9,Fair,F,VS2,67.6,66.0,5.99,5.82,3.9,2960
119781,0.55,Premium,H,VS2,59.4,61.0,5.36,5.29,3.16,1270
119782,0.57,Premium,H,VS1,61.7,60.0,5.35,5.3,3.28,1776
119783,0.56,Ideal,D,SI1,61.0,57.0,5.36,5.32,3.26,1690
119784,1.02,Very Good,F,SI2,62.6,58.0,6.42,6.47,4.02,4278
119785,0.9,Premium,E,SI2,60.3,60.0,6.29,6.23,3.79,3518
119786,1.01,Very Good,G,SI1,63.1,54.0,6.41,6.37,4.03,4879
119787,0.32,Very Good,F,VS1,61.9,59.0,4.37,4.39,2.71,616
119788,0.32,Ideal,F,VVS1,62.1,55.0,4.38,4.41,2.73,892
119789,1.6,Premium,G,SI2,61.6,58.0,7.51,7.48,4.63,8873
119790,0.41,Very Good,D,SI2,62.9,58.0,4.72,4.77,2.99,841
119791,1.22,Premium,H,VS2,61.6,58.0,6.88,6.82,4.22,7319
119792,1.08,Very Good,G,VS2,61.2,56.0,6.6,6.63,4.05,6530
119793,0.32,Ideal,H,VS2,60.8,56.0,4.45,4.49,2.71,648
119794,0.54,Ideal,E,SI1,61.8,55.0,5.26,5.24,3.24,1551
119795,0.59,Ideal,D,SI2,61.2,57.0,5.42,5.35,3.29,1572
119796,0.31,Very Good,F,VS2,62.4,57.0,4.33,4.36,2.71,500
119797,0.9,Very Good,E,SI2,59.4,59.0,6.23,6.27,3.7,3067
119798,0.91,Very Good,G,SI2,63.3,59.0,6.12,6.1,3.87,3329
119799,0.56,Very Good,G,VVS1,61.0,59.0,5.28,5.31,3.22,2460
119800,0.43,Ideal,G,VS1,61.0,56.0,4.83,4.86,2.96,943
119801,0.3,Very Good,D,SI1,63.5,57.0,4.24,4.26,2.7,552
119802,1.52,Ideal,F,VS2,62.8,57.0,7.26,7.31,4.58,14338
119803,1.01,Ideal,F,SI2,62.2,56.0,6.4,6.44,3.99,4281
119804,0.31,Very Good,H,SI1,63.0,57.0,4.3,4.34,2.73,461
119805,1.22,Ideal,H,SI1,62.6,58.0,6.78,6.75,4.24,6546
119806,1.0,Ideal,H,SI1,60.6,57.0,6.43,6.46,3.9,4425
119807,0.3,Ideal,I,IF,62.2,57.0,4.3,4.34,2.69,655
119808,1.2,Premium,F,SI1,62.8,58.0,6.75,6.68,4.22,5731
119809,1.06,Ideal,F,VVS2,62.1,56.0,6.54,6.49,4.04,9126
119810,0.4,Ideal,E,VS2,61.4,56.0,4.72,4.74,2.9,912
119811,0.56,Ideal,D,VS2,61.4,56.0,5.34,5.32,3.27,2117
119812,2.01,Ideal,H,VS2,62.1,56.0,8.12,8.07,5.02,18113
119813,0.42,Premium,E,SI1,61.3,56.0,4.82,4.85,2.97,991
119814,0.39,Very Good,E,SI1,59.9,59.0,4.72,4.75,2.83,851
119815,0.74,Ideal,E,SI1,61.4,56.0,5.87,5.84,3.59,3154
119816,0.34,Premium,E,SI1,62.1,58.0,4.52,4.47,2.79,765
119817,1.01,Premium,F,SI2,61.3,59.0,6.38,6.43,3.93,3663
119818,0.51,Very Good,D,VS2,63.1,59.0,5.05,5.09,3.19,1603
119819,0.4,Ideal,D,VVS2,61.6,57.0,4.71,4.74,2.91,1072
119820,0.31,Ideal,D,VS2,61.4,56.0,4.33,4.36,2.67,734
119821,0.53,Ideal,H,VS2,60.9,57.0,5.25,5.27,3.2,1431
119822,0.41,Ideal,H,VVS1,62.7,56.0,4.73,4.76,2.97,1043
119823,2.24,Ideal,J,VS2,60.7,57.0,8.47,8.41,5.15,17153
119824,0.33,Very Good,H,VS1,61.9,56.0,4.37,4.43,2.72,579
119825,0.53,Ideal,E,VVS2,61.5,56.0,5.2,5.23,3.2,2294
119826,2.01,Premium,G,SI2,61.3,60.0,8.15,8.1,4.97,13287
119827,0.53,Very Good,E,SI2,59.5,59.0,5.26,5.3,3.15,1208
119828,1.26,Ideal,H,SI1,61.2,56.0,6.95,6.99,4.25,6785
119829,0.32,Ideal,G,VS1,62.3,55.0,4.4,4.38,2.73,828
119830,0.71,Premium,G,SI1,62.9,59.0,5.68,5.71,3.59,2515
119831,0.41,Ideal,F,VS1,62.2,55.0,4.76,4.78,2.97,1077
119832,0.34,Very Good,G,SI1,61.9,56.0,4.44,4.48,2.76,507
119833,0.31,Ideal,H,VVS1,62.2,56.0,4.29,4.33,2.68,664
119834,0.5,Ideal,G,VVS2,61.0,55.0,5.12,5.09,3.11,1935
119835,0.92,Very Good,I,SI1,63.3,54.0,6.24,6.18,3.92,3294
119836,0.57,Ideal,G,SI1,61.0,56.0,5.36,5.39,3.28,1564
119837,0.58,Ideal,G,VS1,61.9,56.0,5.35,5.33,3.31,2070
119838,0.72,Ideal,I,VS2,61.1,57.0,5.78,5.84,3.55,2458
119839,0.32,Good,H,VS2,63.3,55.0,4.32,4.34,2.74,505
119840,0.31,Premium,D,VS2,61.9,58.0,4.33,4.37,2.69,767
119841,0.29,Very Good,H,SI2,60.9,57.0,4.26,4.26,2.6,405
119842,1.51,Ideal,E,SI1,62.7,57.0,7.28,7.35,4.58,12621
119843,0.7,Fair,G,SI1,57.1,60.0,5.84,5.87,3.35,2387
119844,1.04,Very Good,D,SI2,62.8,57.0,6.42,6.47,4.05,4953
119845,1.2,Ideal,H,VS2,61.7,56.0,6.82,6.87,4.22,7639
119846,0.31,Ideal,D,SI1,61.0,56.0,4.38,4.4,2.67,589
119847,1.01,Very Good,F,VS2,62.7,58.0,6.34,6.37,3.98,6925
119848,0.34,Ideal,G,VS2,61.7,57.0,4.49,4.47,2.76,765
119849,0.58,Very Good,F,VS2,60.5,56.0,5.42,5.39,3.27,1843
119850,1.24,Very Good,G,VS1,60.0,61.0,6.91,6.94,4.15,9106
119851,1.5,Premium,H,VS1,62.1,59.0,7.31,7.35,4.55,12401
119852,1.05,Very Good,D,VVS2,63.1,56.0,6.48,6.52,4.09,11202
119853,1.52,Ideal,J,VVS2,60.9,58.0,7.44,7.45,4.54,9467
119854,0.3,Very Good,F,VS1,63.1,56.0,4.29,4.24,2.69,640
119855,1.01,Ideal,G,VS1,62.3,57.0,6.43,6.37,3.97,6328
119856,0.9,Premium,G,SI1,62.7,58.0,6.18,6.14,3.86,3852
119857,1.02,Ideal,G,VS2,62.0,57.0,6.43,6.47,4.01,6462
119858,1.53,Premium,G,VS2,62.5,59.0,7.36,7.31,4.58,12509
119859,2.02,Very Good,H,SI2,63.1,58.0,8.06,7.99,5.05,15151
119860,1.04,Premium,G,SI2,63.0,58.0,6.44,6.39,4.04,3461
119861,1.02,Ideal,G,VS2,62.1,56.3,6.42,6.47,4.01,6449
119862,1.71,Premium,E,SI1,62.2,59.0,7.61,7.65,4.75,12388
119863,1.57,Ideal,G,VS1,62.5,57.0,7.47,7.43,4.65,14749
119864,1.1,Very Good,F,SI1,61.9,57.0,6.61,6.67,4.1,5882
119865,1.52,Very Good,G,SI1,60.5,59.0,7.41,7.45,4.5,10019
119866,1.01,Ideal,H,VS2,60.7,57.0,6.47,6.42,3.92,5220
119867,0.8,Good,F,SI1,63.6,61.0,5.78,5.82,3.69,2882
119868,1.01,Ideal,E,SI2,61.4,57.0,6.46,6.51,3.98,5141
119869,0.35,Ideal,D,VS2,62.1,55.0,4.54,4.57,2.82,759
119870,2.14,Ideal,H,SI2,62.8,56.0,8.22,8.26,5.18,15134
119871,0.59,Ideal,D,SI2,62.9,57.0,5.37,5.3,3.36,1572
119872,1.5,Premium,E,SI2,60.9,59.0,7.43,7.36,4.5,9900
119873,0.32,Ideal,F,IF,62.2,55.0,4.41,4.38,2.73,1080
119874,0.4,Premium,F,VS1,61.6,59.0,4.74,4.78,2.93,982
119875,0.41,Ideal,E,VS1,61.7,55.0,4.78,4.79,2.95,1056
119876,0.71,Ideal,D,SI1,61.4,57.0,5.73,5.77,3.53,2753
119877,1.28,Ideal,G,VS1,62.1,55.0,6.93,7.0,4.32,10314
119878,0.3,Ideal,G,VS1,62.2,55.0,4.34,4.31,2.69,776
119879,0.5,Very Good,E,SI1,60.2,61.0,5.11,5.15,3.09,1410
119880,0.3,Ideal,E,VS2,61.6,55.0,4.3,4.32,2.65,658
119881,1.09,Ideal,J,SI1,62.0,57.0,6.59,6.64,4.1,4175
119882,1.02,Ideal,H,SI2,62.2,56.0,6.43,6.46,4.01,4664
119883,0.32,Ideal,D,VVS1,61.8,56.0,4.38,4.43,2.72,984
119884,0.42,Ideal,H,VS1,62.4,56.0,4.77,4.81,2.99,847
119885,2.02,Ideal,E,SI2,62.1,57.0,8.06,8.12,5.02,15197
119886,0.54,Very Good,H,VS1,61.3,57.0,5.25,5.28,3.22,1628
119887,0.33,Very Good,H,VVS2,61.9,58.0,4.44,4.46,2.75,620
119888,1.51,Very Good,I,VS2,62.9,55.0,7.21,7.3,4.56,10222
119889,0.71,Premium,F,VS1,62.8,58.0,5.68,5.62,3.55,2879
119890,0.7,Ideal,I,VVS1,61.8,55.0,5.67,5.7,3.51,2489
119891,0.7,Ideal,I,SI1,62.0,56.0,5.67,5.72,3.53,1890
119892,0.5,Ideal,G,VVS2,62.4,57.0,5.07,5.09,3.17,1795
119893,0.91,Ideal,G,SI2,63.0,57.0,6.14,6.09,3.86,3582
119894,0.9,Ideal,E,SI1,61.6,56.0,6.15,6.22,3.81,4068
119895,0.7,Good,F,VS1,58.9,62.0,5.82,5.77,3.42,2802
119896,1.0,Premium,F,VS2,60.1,58.0,6.49,6.43,3.89,5889
119897,0.55,Ideal,F,VVS2,62.6,57.0,5.26,5.23,3.29,2290
119898,1.07,Ideal,G,VS2,62.0,57.0,6.6,6.55,4.08,6957
119899,0.61,Very Good,G,VVS2,60.8,57.0,5.48,5.5,3.32,2106
119900,1.08,Premium,G,VS2,62.2,58.0,6.52,6.57,4.07,6215
119901,0.3,Ideal,D,SI1,62.3,57.0,4.29,4.34,2.68,552
119902,0.41,Very Good,G,SI1,59.8,61.0,4.85,4.9,2.91,719
119903,0.23,Very Good,D,VVS1,61.8,59.0,3.94,3.96,2.42,413
119904,0.31,Ideal,G,VVS1,61.7,55.0,4.36,4.38,2.7,816
119905,1.02,Ideal,J,SI1,61.1,56.0,6.5,6.54,3.99,4137
119906,0.31,Very Good,D,SI1,62.5,56.0,4.33,4.35,2.71,593
119907,0.5,Very Good,E,VS2,62.8,57.0,5.06,5.01,3.16,1559
119908,0.38,Ideal,F,VS1,62.0,56.0,4.64,4.68,2.88,943
119909,0.36,Ideal,F,IF,61.3,56.0,4.6,4.64,2.83,1269
119910,0.73,Ideal,G,VVS2,61.9,57.0,5.75,5.8,3.58,3462
119911,0.31,Premium,D,SI2,61.8,59.0,4.34,4.31,2.67,593
119912,1.01,Ideal,E,SI2,61.6,55.0,6.46,6.5,3.99,4620
119913,0.51,Ideal,F,SI1,61.1,56.0,5.18,5.2,3.17,1429
119914,0.41,Premium,E,VS2,62.0,58.0,4.74,4.78,2.95,935
119915,0.43,Ideal,H,SI1,62.5,56.0,4.8,4.84,3.01,716
119916,0.3,Premium,E,SI1,61.3,58.0,4.33,4.31,2.65,612
119917,0.73,Premium,G,VS1,62.3,59.0,5.76,5.79,3.59,3002
